date,hour,day_of_week,area,status,latitude,longitude,data_source,road_corridor,dpwh_location,total_volume,dpwh_direction,dpwh_day_of_week,is_peak_am_time,is_peak_pm_time,has_disruption,disruption_id,disruption_type,disruption_area,disruption_description,disruption_start,disruption_end,has_real_status,has_imputed_status,has_volume_data,data_completeness_score
2024-01-01,19,Monday,Turbina,light,14.1856736,121.1367344,Real,Maharlika_Turbina,,,,,,,0,,,,,,,1,0,0,1
2024-01-01,20,Monday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-01,20,Monday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-01,20,Monday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-01,21,Monday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-01,21,Monday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-01,21,Monday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,6,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,6,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,6,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,7,Tuesday,Bucal,moderate,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,7,Tuesday,Parian,moderate,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,7,Tuesday,Turbina,moderate,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,8,Tuesday,Bucal,moderate,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,8,Tuesday,Parian,moderate,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,8,Tuesday,Turbina,moderate,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,9,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,9,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,9,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,10,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,10,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,10,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,11,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,11,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,11,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,12,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,12,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,12,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,13,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,13,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,13,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,14,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,14,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,14,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,15,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,15,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,15,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,16,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,16,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,16,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,17,Tuesday,Bucal,moderate,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,17,Tuesday,Parian,moderate,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,17,Tuesday,Turbina,moderate,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,18,Tuesday,Bucal,moderate,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,18,Tuesday,Parian,moderate,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,18,Tuesday,Turbina,moderate,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,19,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,19,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,19,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,20,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,20,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,20,Tuesday,Turbina,light,14.1856736,121.1367344,Imputed,Maharlika_Turbina,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,21,Tuesday,Bucal,light,14.1894221,121.1691458,Imputed,Calamba_Pagsanjan,,,,,,,0,,,,,,,0,1,0,0
2024-01-02,21,Tuesday,Parian,light,14.2137169,121.1510244,Imputed,Maharlika_Parian,,,,,,,0,,,,,,,0,1,0,0
